Date,Fiscal_Year,Province_No,Province,District,Police_Station,Crime_Category,Victim_Demographic,Cases_Reported,Status,Year
2/1/2020,2019/20,3,Bagmati,Makwanpur,Thaha PS,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Dhading,Dhading PS,Attempt to Rape,Girl-Child,1,Decided,2020
2/1/2020,2019/20,3,Bagmati,Ramechhap,WCSC Ramechhap,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Dolakha,WCSC Dolakha,Attempt to Rape,Woman,1,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Kaski,Pokhara PS,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,4,Gandaki,Syangja,WCSC Syangja,Attempt to Rape,Woman,0,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Tanahu,WCSC Damauli,Attempt to Rape,Woman,1,Decided,2020
2/1/2020,2019/20,4,Gandaki,Lamjung,Lamjung PS,Attempt to Rape,Woman,1,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Gorkha,WCSC Gorkha,Attempt to Rape,Woman,0,Filed,2020
2/1/2020,2019/20,4,Gandaki,Myagdi,Myagdi PS,Attempt to Rape,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Baglung,WCSC Baglung,Attempt to Rape,Woman,1,Decided,2020
2/1/2020,2019/20,4,Gandaki,Parbat,WCSC Kushma,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,5,Lumbini,Rupandehi,Butwal PS,Attempt to Rape,Woman,2,Decided,2020
2/1/2020,2019/20,5,Lumbini,Arghakhanchi,Arghakhanchi PS,Attempt to Rape,Woman,1,Filed,2020
2/1/2020,2019/20,5,Lumbini,Palpa,WCSC Tansen,Attempt to Rape,Girl-Child,1,Filed,2020
2/1/2020,2019/20,5,Lumbini,Nawalparasi (E),WCSC Parasi,Attempt to Rape,Girl-Child,1,Decided,2020
2/1/2020,2019/20,5,Lumbini,Gulmi,Gulmi Sadar PS,Attempt to Rape,Woman,1,Decided,2020
2/1/2020,2019/20,5,Lumbini,Dang,WCSC Ghorahi,Attempt to Rape,Girl-Child,1,Decided,2020
2/1/2020,2019/20,5,Lumbini,Banke,WCSC Nepalgunj,Attempt to Rape,Woman,2,Decided,2020
2/1/2020,2019/20,5,Lumbini,Bardiya,Rajapur PS,Attempt to Rape,Woman,0,Under Investigation,2020
2/1/2020,2019/20,5,Lumbini,Eastern Rukum,WCSC Rukum,Attempt to Rape,Woman,0,Filed,2020
2/1/2020,2019/20,5,Lumbini,Pyuthan,Khalanga PS,Attempt to Rape,Woman,0,Decided,2020
2/1/2020,2019/20,6,Karnali,Surkhet,Birendranagar PS,Attempt to Rape,Girl-Child,1,Under Investigation,2020
2/1/2020,2019/20,6,Karnali,Dolpa,WCSC Dunai,Attempt to Rape,Girl-Child,1,Decided,2020
2/1/2020,2019/20,6,Karnali,Humla,Humla PS,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,6,Karnali,Jumla,Jumla PS,Attempt to Rape,Woman,0,Decided,2020
2/1/2020,2019/20,6,Karnali,Mugu,Mugu PS,Attempt to Rape,Woman,0,Under Investigation,2020
2/1/2020,2019/20,6,Karnali,Western Rukum,Musikot PS,Attempt to Rape,Girl-Child,0,Filed,2020
2/1/2020,2019/20,6,Karnali,Jajarkot,WCSC Khalanga Jajarkot,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Kailali,Seti PS,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Kanchanpur,WCSC Mahendranagar,Attempt to Rape,Woman,0,Under Investigation,2020
2/1/2020,2019/20,7,Sudurpashchim,Dadeldhura,WCSC Dadeldhura,Attempt to Rape,Girl-Child,0,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Bajura,WCSC Martadi,Attempt to Rape,Girl-Child,2,Filed,2020
2/1/2020,2019/20,7,Sudurpashchim,Baitadi,WCSC Baitadi,Attempt to Rape,Woman,0,Under Investigation,2020
2/1/2020,2019/20,7,Sudurpashchim,Achham,Mangalsen PS,Attempt to Rape,Girl-Child,1,Decided,2020
2/1/2020,2019/20,1,Koshi,Sunsari,Itahari PS,Child Sexual Abuse,Boy-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Dhankuta,Dhankuta Sadar PS,Child Sexual Abuse,Girl-Child,1,Filed,2020
2/1/2020,2019/20,1,Koshi,Sankhuwasabha,Chainpur PS,Child Sexual Abuse,Boy-Child,1,Filed,2020
2/1/2020,2019/20,1,Koshi,Ilam,Mai Valley PS,Child Sexual Abuse,Boy-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Bhojpur,Bhojpur Sadar PS,Child Sexual Abuse,Girl-Child,0,Filed,2020
2/1/2020,2019/20,1,Koshi,Solukhumbu,Solukhumbu PS,Child Sexual Abuse,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Okhaldhunga,Siddhicharan PS,Child Sexual Abuse,Girl-Child,0,Filed,2020
2/1/2020,2019/20,1,Koshi,Khotang,WCSC Diktel,Child Sexual Abuse,Girl-Child,1,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Udayapur,Triyuga PS,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Panchthar,WCSC Phidim,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,2,Madhesh,Siraha,Golbazar PS,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,2,Madhesh,Saptari,WCSC Rajbiraj,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,2,Madhesh,Dhanusha,Janakpur PS,Child Sexual Abuse,Girl-Child,2,Under Investigation,2020
2/1/2020,2019/20,2,Madhesh,Mahottari,Jaleshwar PS,Child Sexual Abuse,Boy-Child,1,Decided,2020
2/1/2020,2019/20,2,Madhesh,Sarlahi,Sarlahi PS,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,2,Madhesh,Bara,WCSC Birgunj,Child Sexual Abuse,Girl-Child,3,Decided,2020
2/1/2020,2019/20,2,Madhesh,Parsa,WCSC Birgunj,Child Sexual Abuse,Girl-Child,2,Decided,2020
2/1/2020,2019/20,2,Madhesh,Rautahat,Rautahat PS,Child Sexual Abuse,Girl-Child,2,Decided,2020
2/1/2020,2019/20,3,Bagmati,Kathmandu,Metropolitan Police Range,Child Sexual Abuse,Boy-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Lalitpur,Lalitpur Metropolitan PS,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,3,Bagmati,Bhaktapur,WCSC Bhaktapur,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Sindhulpalchok,WCSC Chautara,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,3,Bagmati,Kavre,Banepa PS,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Rasuwa,Dhunche PS,Child Sexual Abuse,Girl-Child,1,Filed,2020
2/1/2020,2019/20,3,Bagmati,Nuwakot,WCSC Bidur,Child Sexual Abuse,Boy-Child,2,Decided,2020
2/1/2020,2019/20,3,Bagmati,Chitwan,WCSC Bharatpur,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Dhading,WCSC Nilkantha,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Ramechhap,WCSC Ramechhap,Child Sexual Abuse,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,3,Bagmati,Dolakha,WCSC Dolakha,Child Sexual Abuse,Boy-Child,1,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Syangja,WCSC Syangja,Child Sexual Abuse,Girl-Child,0,Filed,2020
2/1/2020,2019/20,4,Gandaki,Gorkha,WCSC Gorkha,Child Sexual Abuse,Boy-Child,1,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Manang,Manang PS,Child Sexual Abuse,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Mustang,WCSC Jomsom,Child Sexual Abuse,Boy-Child,0,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Myagdi,Myagdi PS,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,4,Gandaki,Baglung,Baglung Sadar PS,Child Sexual Abuse,Girl-Child,1,Filed,2020
2/1/2020,2019/20,5,Lumbini,Rupandehi,Siddharthanagar PS,Child Sexual Abuse,Boy-Child,0,Filed,2020
2/1/2020,2019/20,5,Lumbini,Dang,WCSC Ghorahi,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,5,Lumbini,Rolpa,WCSC Rolpa,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,5,Lumbini,Pyuthan,WCSC Pyuthan,Child Sexual Abuse,Boy-Child,0,Filed,2020
2/1/2020,2019/20,6,Karnali,Dolpa,Dolpa PS,Child Sexual Abuse,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,6,Karnali,Jumla,Jumla PS,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,6,Karnali,Western Rukum,WCSC Musikot,Child Sexual Abuse,Boy-Child,0,Filed,2020
2/1/2020,2019/20,6,Karnali,Jajarkot,Jajarkot PS,Child Sexual Abuse,Girl-Child,1,Filed,2020
2/1/2020,2019/20,7,Sudurpashchim,Kailali,Lamki PS,Child Sexual Abuse,Girl-Child,1,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Dadeldhura,WCSC Dadeldhura,Child Sexual Abuse,Girl-Child,0,Filed,2020
2/1/2020,2019/20,7,Sudurpashchim,Bajhang,Bajhang PS,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Bajura,WCSC Martadi,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Baitadi,WCSC Baitadi,Child Sexual Abuse,Boy-Child,0,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Achham,Mangalsen PS,Child Sexual Abuse,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Morang,Rangeli Police Post,Domestic Violence,Woman,5,Filed,2020
2/1/2020,2019/20,1,Koshi,Sunsari,WCSC Inaruwa,Domestic Violence,Woman,8,Decided,2020
2/1/2020,2019/20,1,Koshi,Jhapa,Mechinagar PS,Domestic Violence,Woman,12,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Dhankuta,Dhankuta Sadar PS,Domestic Violence,Woman,4,Decided,2020
2/1/2020,2019/20,1,Koshi,Taplejung,WCSC Taplejung,Domestic Violence,Woman,8,Decided,2020
2/1/2020,2019/20,1,Koshi,Sankhuwasabha,WCSC Khandbari,Domestic Violence,Woman,7,Decided,2020
2/1/2020,2019/20,1,Koshi,Terhathum,Terhathum PS,Domestic Violence,Woman,6,Decided,2020
2/1/2020,2019/20,1,Koshi,Ilam,Mai Valley PS,Domestic Violence,Woman,6,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Bhojpur,Bhojpur Sadar PS,Domestic Violence,Girl-Child,5,Filed,2020
2/1/2020,2019/20,1,Koshi,Solukhumbu,Solukhumbu PS,Domestic Violence,Woman,4,Decided,2020
2/1/2020,2019/20,1,Koshi,Okhaldhunga,WCSC Okhaldhunga,Domestic Violence,Girl-Child,3,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Udayapur,Triyuga PS,Domestic Violence,Woman,1,Filed,2020
2/1/2020,2019/20,1,Koshi,Panchthar,Panchthar PS,Domestic Violence,Woman,4,Decided,2020
2/1/2020,2019/20,2,Madhesh,Siraha,Lahan PS,Domestic Violence,Woman,24,Decided,2020
2/1/2020,2019/20,2,Madhesh,Saptari,WCSC Rajbiraj,Domestic Violence,Woman,31,Decided,2020
2/1/2020,2019/20,2,Madhesh,Dhanusha,Mithila PS,Domestic Violence,Woman,24,Decided,2020
2/1/2020,2019/20,2,Madhesh,Mahottari,Jaleshwar PS,Domestic Violence,Woman,25,Filed,2020
2/1/2020,2019/20,2,Madhesh,Sarlahi,WCSC Malangwa,Domestic Violence,Woman,21,Decided,2020
2/1/2020,2019/20,2,Madhesh,Bara,WCSC Birgunj,Domestic Violence,Woman,36,Filed,2020
2/1/2020,2019/20,2,Madhesh,Parsa,Pokhariya PS,Domestic Violence,Woman,33,Under Investigation,2020
2/1/2020,2019/20,2,Madhesh,Rautahat,Chandrapur PS,Domestic Violence,Girl-Child,22,Decided,2020
2/1/2020,2019/20,3,Bagmati,Kathmandu,WCSC Kalimati,Domestic Violence,Woman,50,Decided,2020
2/1/2020,2019/20,3,Bagmati,Lalitpur,Lalitpur Metropolitan PS,Domestic Violence,Woman,20,Decided,2020
2/1/2020,2019/20,3,Bagmati,Bhaktapur,WCSC Bhaktapur,Domestic Violence,Woman,18,Decided,2020
2/1/2020,2019/20,3,Bagmati,Sindhulpalchok,Bahrabise PS,Domestic Violence,Woman,7,Decided,2020
2/1/2020,2019/20,3,Bagmati,Kavre,Banepa PS,Domestic Violence,Woman,10,Decided,2020
2/1/2020,2019/20,3,Bagmati,Rasuwa,WCSC Rasuwa,Domestic Violence,Girl-Child,9,Under Investigation,2020
2/1/2020,2019/20,3,Bagmati,Nuwakot,Nuwakot Sadar PS,Domestic Violence,Woman,13,Filed,2020
2/1/2020,2019/20,3,Bagmati,Chitwan,Bharatpur PS,Domestic Violence,Girl-Child,27,Under Investigation,2020
2/1/2020,2019/20,3,Bagmati,Makwanpur,WCSC Hetauda,Domestic Violence,Woman,12,Decided,2020
2/1/2020,2019/20,3,Bagmati,Dhading,Dhading PS,Domestic Violence,Woman,17,Decided,2020
2/1/2020,2019/20,3,Bagmati,Sindhuli,WCSC Sindhuli,Domestic Violence,Woman,14,Decided,2020
2/1/2020,2019/20,3,Bagmati,Ramechhap,WCSC Ramechhap,Domestic Violence,Woman,13,Decided,2020
2/1/2020,2019/20,3,Bagmati,Dolakha,WCSC Dolakha,Domestic Violence,Woman,12,Filed,2020
2/1/2020,2019/20,4,Gandaki,Kaski,Pokhara PS,Domestic Violence,Woman,5,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Syangja,WCSC Syangja,Domestic Violence,Woman,6,Decided,2020
2/1/2020,2019/20,4,Gandaki,Tanahu,WCSC Damauli,Domestic Violence,Woman,6,Decided,2020
2/1/2020,2019/20,4,Gandaki,Lamjung,WCSC Besisahar,Domestic Violence,Woman,7,Decided,2020
2/1/2020,2019/20,4,Gandaki,Gorkha,Gorkha Sadar PS,Domestic Violence,Woman,2,Under Investigation,2020
2/1/2020,2019/20,4,Gandaki,Manang,WCSC Chame,Domestic Violence,Woman,8,Filed,2020
2/1/2020,2019/20,4,Gandaki,Mustang,Mustang PS,Domestic Violence,Woman,6,Filed,2020
2/1/2020,2019/20,4,Gandaki,Myagdi,WCSC Baglung,Domestic Violence,Woman,5,Decided,2020
2/1/2020,2019/20,4,Gandaki,Baglung,Baglung Sadar PS,Domestic Violence,Woman,10,Decided,2020
2/1/2020,2019/20,4,Gandaki,Parbat,Parbat PS,Domestic Violence,Woman,3,Decided,2020
2/1/2020,2019/20,4,Gandaki,Nawalpur,WCSC Kawasoti,Domestic Violence,Woman,5,Decided,2020
2/1/2020,2019/20,5,Lumbini,Rupandehi,Siddharthanagar PS,Domestic Violence,Woman,18,Decided,2020
2/1/2020,2019/20,5,Lumbini,Kapilvastu,Kapilvastu Sadar PS,Domestic Violence,Woman,15,Decided,2020
2/1/2020,2019/20,5,Lumbini,Arghakhanchi,WCSC Sandhikharka,Domestic Violence,Woman,9,Filed,2020
2/1/2020,2019/20,5,Lumbini,Palpa,Palpa PS,Domestic Violence,Woman,4,Decided,2020
2/1/2020,2019/20,5,Lumbini,Nawalparasi (E),Nawalparasi PS,Domestic Violence,Woman,9,Under Investigation,2020
2/1/2020,2019/20,5,Lumbini,Gulmi,Gulmi Sadar PS,Domestic Violence,Woman,8,Decided,2020
2/1/2020,2019/20,5,Lumbini,Dang,Tulsipur PS,Domestic Violence,Woman,11,Under Investigation,2020
2/1/2020,2019/20,5,Lumbini,Banke,WCSC Nepalgunj,Domestic Violence,Woman,22,Decided,2020
2/1/2020,2019/20,5,Lumbini,Bardiya,Bardiya PS,Domestic Violence,Woman,13,Decided,2020
2/1/2020,2019/20,5,Lumbini,Rolpa,Rolpa Sadar PS,Domestic Violence,Woman,9,Decided,2020
2/1/2020,2019/20,5,Lumbini,Eastern Rukum,Putha Uttarganga PS,Domestic Violence,Woman,15,Under Investigation,2020
2/1/2020,2019/20,5,Lumbini,Pyuthan,Khalanga PS,Domestic Violence,Woman,10,Decided,2020
2/1/2020,2019/20,6,Karnali,Surkhet,Birendranagar PS,Domestic Violence,Woman,3,Under Investigation,2020
2/1/2020,2019/20,6,Karnali,Dailekh,WCSC Dailekh,Domestic Violence,Woman,4,Filed,2020
2/1/2020,2019/20,6,Karnali,Dolpa,WCSC Dunai,Domestic Violence,Woman,5,Decided,2020
2/1/2020,2019/20,6,Karnali,Humla,Humla PS,Domestic Violence,Woman,4,Decided,2020
2/1/2020,2019/20,6,Karnali,Jumla,Jumla PS,Domestic Violence,Girl-Child,4,Decided,2020
2/1/2020,2019/20,6,Karnali,Kalikot,Kalikot PS,Domestic Violence,Woman,5,Decided,2020
2/1/2020,2019/20,6,Karnali,Mugu,Mugu PS,Domestic Violence,Woman,3,Filed,2020
2/1/2020,2019/20,6,Karnali,Salyan,WCSC Salyan,Domestic Violence,Woman,3,Decided,2020
2/1/2020,2019/20,6,Karnali,Western Rukum,Musikot PS,Domestic Violence,Woman,3,Decided,2020
2/1/2020,2019/20,6,Karnali,Jajarkot,Jajarkot PS,Domestic Violence,Woman,3,Under Investigation,2020
2/1/2020,2019/20,7,Sudurpashchim,Kailali,Tikapur PS,Domestic Violence,Woman,14,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Kanchanpur,Krishnapur PS,Domestic Violence,Woman,4,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Dadeldhura,WCSC Dadeldhura,Domestic Violence,Woman,6,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Bajhang,WCSC Chainpur Bajhang,Domestic Violence,Woman,5,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Bajura,WCSC Martadi,Domestic Violence,Woman,10,Under Investigation,2020
2/1/2020,2019/20,7,Sudurpashchim,Baitadi,Dasharathchand PS,Domestic Violence,Woman,4,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Darchula,Mahakali PS,Domestic Violence,Girl-Child,8,Under Investigation,2020
2/1/2020,2019/20,7,Sudurpashchim,Achham,Mangalsen PS,Domestic Violence,Woman,8,Filed,2020
2/1/2020,2019/20,1,Koshi,Morang,WCSC Biratnagar,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Jhapa,Kankai PS,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Dhankuta,Dhankuta Sadar PS,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Terhathum,WCSC Myanglung,Human Trafficking,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Bhojpur,WCSC Bhojpur,Human Trafficking,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Solukhumbu,Solukhumbu PS,Human Trafficking,Girl-Child,0,Filed,2020
2/1/2020,2019/20,1,Koshi,Khotang,Khotang PS,Human Trafficking,Woman,1,Decided,2020
2/1/2020,2019/20,1,Koshi,Panchthar,Panchthar PS,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,2,Madhesh,Siraha,WCSC Siraha,Human Trafficking,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,2,Madhesh,Saptari,Kanchanrup PS,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,2,Madhesh,Dhanusha,Janakpur PS,Human Trafficking,Girl-Child,0,Decided,2020
2/1/2020,2019/20,2,Madhesh,Mahottari,WCSC Gaur,Human Trafficking,Boy-Child,0,Under Investigation,2020
2/1/2020,2019/20,2,Madhesh,Bara,WCSC Birgunj,Human Trafficking,Girl-Child,0,Decided,2020
2/1/2020,2019/20,2,Madhesh,Rautahat,WCSC Gaur,Human Trafficking,Boy-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Lalitpur,Lalitpur Metropolitan PS,Human Trafficking,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,3,Bagmati,Bhaktapur,Suryabinayak PS,Human Trafficking,Girl-Child,1,Decided,2020
2/1/2020,2019/20,3,Bagmati,Sindhulpalchok,Bahrabise PS,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Sindhuli,WCSC Sindhuli,Human Trafficking,Girl-Child,0,Filed,2020
2/1/2020,2019/20,3,Bagmati,Dolakha,Bhimeshwor PS,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,4,Gandaki,Syangja,Waling PS,Human Trafficking,Girl-Child,0,Filed,2020
2/1/2020,2019/20,4,Gandaki,Lamjung,Lamjung PS,Human Trafficking,Girl-Child,1,Decided,2020
2/1/2020,2019/20,4,Gandaki,Mustang,Mustang PS,Human Trafficking,Woman,0,Filed,2020
2/1/2020,2019/20,5,Lumbini,Palpa,WCSC Tansen,Human Trafficking,Woman,0,Under Investigation,2020
2/1/2020,2019/20,5,Lumbini,Dang,WCSC Ghorahi,Human Trafficking,Girl-Child,1,Decided,2020
2/1/2020,2019/20,5,Lumbini,Banke,WCSC Nepalgunj,Human Trafficking,Girl-Child,0,Decided,2020
2/1/2020,2019/20,5,Lumbini,Rolpa,WCSC Rolpa,Human Trafficking,Woman,1,Decided,2020
2/1/2020,2019/20,6,Karnali,Dailekh,Narayan PS,Human Trafficking,Boy-Child,0,Under Investigation,2020
2/1/2020,2019/20,6,Karnali,Humla,Humla PS,Human Trafficking,Woman,0,Under Investigation,2020
2/1/2020,2019/20,6,Karnali,Kalikot,Kalikot PS,Human Trafficking,Girl-Child,0,Decided,2020
2/1/2020,2019/20,6,Karnali,Jajarkot,WCSC Khalanga Jajarkot,Human Trafficking,Girl-Child,0,Filed,2020
2/1/2020,2019/20,7,Sudurpashchim,Kailali,Seti PS,Human Trafficking,Girl-Child,1,Under Investigation,2020
2/1/2020,2019/20,7,Sudurpashchim,Kanchanpur,Bhimdatta PS,Human Trafficking,Woman,0,Under Investigation,2020
2/1/2020,2019/20,7,Sudurpashchim,Dadeldhura,WCSC Dadeldhura,Human Trafficking,Girl-Child,0,Filed,2020
2/1/2020,2019/20,7,Sudurpashchim,Bajhang,Bajhang PS,Human Trafficking,Girl-Child,0,Filed,2020
2/1/2020,2019/20,7,Sudurpashchim,Baitadi,WCSC Baitadi,Human Trafficking,Woman,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Morang,WCSC Biratnagar,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Jhapa,WCSC Birtamod,Child Marriage,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Bhojpur,Bhojpur Sadar PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Solukhumbu,Solukhumbu PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Udayapur,WCSC Gaighat,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Panchthar,Panchthar PS,Child Marriage,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,2,Madhesh,Siraha,Lahan PS,Child Marriage,Boy-Child,0,Decided,2020
2/1/2020,2019/20,2,Madhesh,Mahottari,Jaleshwar PS,Child Marriage,Boy-Child,0,Under Investigation,2020
2/1/2020,2019/20,2,Madhesh,Rautahat,Chandrapur PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Kathmandu,Hanumandhoka PS,Child Marriage,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,3,Bagmati,Lalitpur,Lalitpur Metropolitan PS,Child Marriage,Girl-Child,0,Filed,2020
2/1/2020,2019/20,3,Bagmati,Bhaktapur,Suryabinayak PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Sindhulpalchok,WCSC Chautara,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Rasuwa,Dhunche PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Nuwakot,WCSC Bidur,Child Marriage,Boy-Child,0,Under Investigation,2020
2/1/2020,2019/20,3,Bagmati,Makwanpur,Hetauda PS,Child Marriage,Boy-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Dhading,WCSC Nilkantha,Child Marriage,Boy-Child,0,Decided,2020
2/1/2020,2019/20,3,Bagmati,Sindhuli,WCSC Sindhuli,Child Marriage,Girl-Child,1,Decided,2020
2/1/2020,2019/20,4,Gandaki,Kaski,WCSC Baidam Pokhara,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,4,Gandaki,Lamjung,Lamjung PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,4,Gandaki,Gorkha,Gorkha Sadar PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,4,Gandaki,Manang,WCSC Chame,Child Marriage,Boy-Child,0,Decided,2020
2/1/2020,2019/20,4,Gandaki,Mustang,Mustang PS,Child Marriage,Girl-Child,1,Filed,2020
2/1/2020,2019/20,5,Lumbini,Rupandehi,Butwal PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,5,Lumbini,Arghakhanchi,WCSC Sandhikharka,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,5,Lumbini,Palpa,Palpa PS,Child Marriage,Boy-Child,1,Decided,2020
2/1/2020,2019/20,5,Lumbini,Nawalparasi (E),Nawalparasi PS,Child Marriage,Girl-Child,1,Decided,2020
2/1/2020,2019/20,5,Lumbini,Banke,Nepalgunj PS,Child Marriage,Boy-Child,0,Decided,2020
2/1/2020,2019/20,5,Lumbini,Pyuthan,Khalanga PS,Child Marriage,Girl-Child,1,Decided,2020
2/1/2020,2019/20,6,Karnali,Surkhet,WCSC Surkhet,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,6,Karnali,Dailekh,Narayan PS,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,6,Karnali,Dolpa,Dolpa PS,Child Marriage,Girl-Child,1,Decided,2020
2/1/2020,2019/20,6,Karnali,Humla,WCSC Simikot,Child Marriage,Girl-Child,0,Under Investigation,2020
2/1/2020,2019/20,6,Karnali,Jajarkot,WCSC Khalanga Jajarkot,Child Marriage,Girl-Child,0,Filed,2020
2/1/2020,2019/20,7,Sudurpashchim,Bajura,WCSC Martadi,Child Marriage,Boy-Child,0,Decided,2020
2/1/2020,2019/20,7,Sudurpashchim,Baitadi,WCSC Baitadi,Child Marriage,Girl-Child,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Morang,Urlabari PS,Sexual Harassment,Woman,2,Under Investigation,2020
2/1/2020,2019/20,1,Koshi,Sunsari,WCSC Inaruwa,Sexual Harassment,Woman,0,Decided,2020
2/1/2020,2019/20,1,Koshi,Jhapa,Kankai PS,Sexual Harassment,Woman,0,Decided,2020
